1,3243,10.0000
2,32,9.6830
3,41522,9.4840
4,63003,9.2871
5,287122,9.0479
6,23797,8.6124
7,19494,8.4796
8,85370,8.2009
9,137643,8.1006
10,5595,8.0696
11,313204,7.9655
12,96761,7.8649
13,14661,7.8602
14,76273,7.8561
15,71074,7.7890
16,348407,7.7454
17,86484,7.7279
18,249818,7.6344
19,99137,7.6301
20,17046,7.5815
21,25,7.5699
22,118739,7.5413
23,204836,7.5297
24,173593,7.5000
25,32824,7.4835
26,29,7.4568
27,154814,7.4181
28,229035,7.4061
29,75910,7.3584
30,200525,7.3584
31,221369,7.3255
32,16239,7.3243
33,158283,7.3240
34,247089,7.3161
35,218120,7.2957
36,7254,7.2709
37,333457,7.2669
38,218021,7.2662
39,14629,7.2604
40,78474,7.2424
41,212106,7.2391
42,380450,7.2320
43,209952,7.2043
44,455420,7.1853
45,324486,7.1743
46,35972,7.1740
47,132648,7.1630
48,403454,7.1324
49,18374,7.1167
50,325041,7.1131
51,31131,7.0752
52,26377,7.0720
53,23571,6.9995
54,293673,6.9980
55,348952,6.9569
56,454808,6.9550
57,593813,6.9231
58,106430,6.8987
59,281027,6.8980
60,23063,6.8886
61,296165,6.8871
62,4174,6.8526
63,1334,6.8167
64,205745,6.8061
65,264810,6.8007
66,199171,6.8002
67,236174,6.7693
68,94098,6.7611
69,62468,6.7590
70,269591,6.7580
71,236301,6.7498
72,193666,6.7356
73,14990,6.7261
74,216616,6.7158
75,207552,6.7105
76,42361,6.7091
77,223862,6.6980
78,412023,6.6789
79,13350,6.6737
80,78387,6.6718
81,78643,6.6717
82,236197,6.6634
83,17225,6.6608
84,26679,6.6526
85,307549,6.6427
86,258140,6.6426
87,321503,6.6369
88,257399,6.6313
89,282538,6.6293
90,84411,6.6243
91,336232,6.6114
92,529189,6.5933
93,136468,6.5873
94,147641,6.5871
95,117652,6.5851
96,245078,6.5827
97,166439,6.5795
98,172582,6.5793
99,7481,6.5666
100,449840,6.5551
101,33482,6.5490
102,617383,6.5458
103,233694,6.5200
104,284978,6.4984
105,321085,6.4944
106,32090,6.4808
107,177369,6.4634
108,9471,6.4491
109,198669,6.4440
110,396773,6.4340
111,22003,6.4179
112,355847,6.4032
113,148997,6.3844
114,225698,6.3839
115,239276,6.3827
116,41932,6.3801
117,253866,6.3801
118,272637,6.3775
119,103380,6.3742
120,82976,6.3703
121,69765,6.3612
122,35714,6.3603
123,31972,6.3556
124,252192,6.3548
125,257598,6.3529
126,88826,6.3498
127,27078,6.3459
128,343567,6.3458
129,456518,6.3381
130,462770,6.3300
131,39758,6.3292
132,360994,6.3274
133,317706,6.3249
134,423251,6.3165
135,2256,6.3152
136,138138,6.3099
137,37394,6.3092
138,66166,6.3007
139,708045,6.2799
140,221404,6.2753
141,664797,6.2749
142,285024,6.2745
143,192649,6.2707
144,328720,6.2677
145,155582,6.2632
146,22943,6.2631
147,294665,6.2599
148,32742,6.2460
149,249058,6.2448
150,442576,6.2402
151,223030,6.2380
152,161621,6.2329
153,268676,6.2293
154,60228,6.2087
155,332176,6.2063
156,296425,6.1968
157,271468,6.1925
158,98782,6.1907
159,78182,6.1861
160,748032,6.1849
161,268872,6.1697
162,176136,6.1664
163,182419,6.1590
164,107131,6.1568
165,54683,6.1485
166,35870,6.1338
167,309422,6.1330
168,6,6.1305
169,199823,6.1298
170,205826,6.1233
171,169112,6.1229
172,5279,6.1220
173,43101,6.1206
174,135678,6.1148
175,170695,6.1143
176,118928,6.1072
177,625267,6.1005
178,345611,6.0953
179,245104,6.0909
180,55554,6.0895
181,211582,6.0883
182,548977,6.0845
183,210246,6.0796
184,281616,6.0727
185,14253,6.0677
186,260812,6.0559
187,134817,6.0441
188,130512,6.0398
189,104530,6.0376
190,308267,6.0365
191,234924,6.0356
192,487079,6.0353
193,351357,6.0300
194,211197,6.0165
195,323675,6.0080
196,15876,6.0003
197,29729,5.9976
198,247034,5.9971
199,206409,5.9968
200,560141,5.9968
201,281956,5.9925
202,20372,5.9922
203,77640,5.9794
204,185938,5.9775
205,389881,5.9773
206,34440,5.9740
207,48075,5.9719
208,450645,5.9706
209,7821,5.9694
210,21790,5.9595
211,308353,5.9593
212,123203,5.9562
213,13683,5.9553
214,265240,5.9543
215,248652,5.9462
216,407932,5.9435
217,606355,5.9421
218,692952,5.9368
219,151479,5.9309
220,595155,5.9301
221,312909,5.9292
222,124624,5.9218
223,238058,5.9211
224,545893,5.9150
225,45025,5.9144
226,150171,5.9118
227,275296,5.9105
228,486204,5.8934
229,536379,5.8916
230,213370,5.8904
231,357876,5.8833
232,16794,5.8826
233,10396,5.8816
234,35787,5.8795
235,204749,5.8788
236,32468,5.8761
237,102315,5.8759
238,175511,5.8758
239,144,5.8745
240,295783,5.8739
241,12767,5.8728
242,398060,5.8664
243,311994,5.8652
244,402563,5.8644
245,67880,5.8637
246,367989,5.8630
247,13880,5.8599
248,272702,5.8530
249,22084,5.8499
250,148948,5.8497
251,234276,5.8462
252,3,5.8396
253,248253,5.8329
254,387849,5.8285
255,187199,5.8257
256,375900,5.8255
257,9520,5.8252
258,221879,5.8242
259,598013,5.8234
260,393948,5.8222
261,92652,5.8194
262,378504,5.8190
263,168273,5.8144
264,52888,5.8030
265,335395,5.8005
266,383885,5.7900
267,315571,5.7849
268,355031,5.7817
269,403879,5.7771
270,150012,5.7754
271,235,5.7743
272,201235,5.7580
273,561949,5.7579
274,410391,5.7559
275,126114,5.7552
276,225901,5.7543
277,858402,5.7541
278,27283,5.7488
279,414801,5.7484
280,237795,5.7475
281,89323,5.7453
282,4424,5.7377
283,397023,5.7369
284,323722,5.7342
285,295874,5.7267
286,433848,5.7245
287,615007,5.7226
288,115569,5.7213
289,107934,5.7164
290,326506,5.7057
291,177601,5.7050
292,350460,5.7047
293,358656,5.7042
294,137577,5.6980
295,195162,5.6903
296,194744,5.6866
297,251267,5.6852
298,268469,5.6810
299,474182,5.6807
300,122042,5.6783
301,569069,5.6770
302,26,5.6748
303,62582,5.6712
304,105087,5.6655
305,257151,5.6641
306,324762,5.6604
307,148505,5.6585
308,288712,5.6564
309,398414,5.6413
310,578483,5.6375
311,45965,5.6370
312,249171,5.6355
313,316846,5.6336
314,158022,5.6332
315,21272,5.6270
316,200405,5.6261
317,218000,5.6197
318,125590,5.6195
319,196888,5.6125
320,254131,5.6099
321,145956,5.6029
322,175232,5.5948
323,36060,5.5943
324,616431,5.5924
325,310784,5.5897
326,5265,5.5885
327,119763,5.5880
328,8561,5.5868
329,115260,5.5844
330,30,5.5831
331,434569,5.5819
332,234366,5.5808
333,356703,5.5786
334,577349,5.5781
335,408311,5.5772
336,207732,5.5709
337,31,5.5690
338,208490,5.5619
339,279343,5.5606
340,866568,5.5597
341,159519,5.5594
342,103907,5.5561
343,76589,5.5561
344,95253,5.5493
345,376308,5.5381
346,34791,5.5375
347,206211,5.5374
348,157513,5.5367
349,323598,5.5286
350,426266,5.5268
351,336070,5.5264
352,28426,5.5258
353,431884,5.5234
354,416750,5.5215
355,5921,5.5212
356,309757,5.5196
357,199706,5.5168
358,144113,5.5161
359,78716,5.5151
360,208499,5.5151
361,234814,5.5130
362,102392,5.5119
363,103303,5.5119
364,837748,5.5100
365,449665,5.5086
366,175266,5.5057
367,166100,5.5021
368,498185,5.4999
369,145708,5.4981
370,133501,5.4964
371,88941,5.4949
372,129029,5.4943
373,187393,5.4942
374,87695,5.4927
375,185349,5.4927
376,7574,5.4865
377,219432,5.4861
378,236097,5.4803
379,17947,5.4752
380,205532,5.4719
381,20133,5.4712
382,11730,5.4634
383,66878,5.4634
384,84952,5.4617
385,34567,5.4577
386,310504,5.4562
387,419798,5.4553
388,318820,5.4525
389,119106,5.4525
390,130959,5.4512
391,385690,5.4504
392,51755,5.4481
393,12738,5.4467
394,319052,5.4446
395,350775,5.4441
396,7730,5.4437
397,183596,5.4425
398,110643,5.4421
399,231173,5.4416
400,45277,5.4412
401,710334,5.4396
402,174844,5.4375
403,7623,5.4285
404,184705,5.4269
405,605261,5.4254
406,463106,5.4252
407,122330,5.4238
408,66054,5.4208
409,411327,5.4193
410,688671,5.4163
411,154616,5.4162
412,165317,5.4110
413,247636,5.4104
414,527675,5.4080
415,150539,5.4070
416,200542,5.4043
417,62711,5.4022
418,144925,5.3938
419,101023,5.3921
420,210904,5.3906
421,76588,5.3899
422,784200,5.3840
423,232639,5.3804
424,412156,5.3769
425,10855,5.3733
426,349529,5.3727
427,244386,5.3695
428,1,5.3690
429,100780,5.3681
430,224214,5.3634
431,465882,5.3622
432,521939,5.3612
433,366348,5.3570
434,15093,5.3562
435,269632,5.3538
436,128476,5.3535
437,487821,5.3529
438,45488,5.3520
439,72523,5.3516
440,308980,5.3510
441,5385,5.3500
442,52605,5.3462
443,47554,5.3451
444,224256,5.3435
445,325697,5.3433
446,273380,5.3419
447,56841,5.3404
448,226852,5.3393
449,101904,5.3393
450,193205,5.3341
451,40009,5.3336
452,73707,5.3301
453,78822,5.3265
454,694952,5.3203
455,279542,5.3198
456,483454,5.3185
457,223920,5.3173
458,91421,5.3171
459,421835,5.3165
460,405444,5.3160
461,331573,5.3135
462,387016,5.3131
463,297059,5.3116
464,166083,5.3101
465,145316,5.3079
466,410282,5.3064
467,535487,5.3061
468,255978,5.3051
469,284461,5.3042
470,205857,5.3033
471,526241,5.3001
472,513743,5.2992
473,264820,5.2980
474,313223,5.2975
475,150035,5.2938
476,33767,5.2936
477,3858,5.2933
478,223650,5.2923
479,439352,5.2898
480,30456,5.2891
481,73693,5.2880
482,115934,5.2843
483,105913,5.2842
484,298712,5.2833
485,329204,5.2833
486,17930,5.2822
487,205652,5.2817
488,363175,5.2809
489,224336,5.2807
490,446791,5.2781
491,175014,5.2780
492,115874,5.2774
493,150201,5.2757
494,337961,5.2739
