1,3243,10.0000
2,32,9.6639
3,41522,9.5306
4,63003,9.3332
5,287122,9.0733
6,23797,8.6141
7,19494,8.3603
8,85370,8.3198
9,313204,8.0951
10,137643,8.0674
11,5595,7.9786
12,96761,7.9516
13,76273,7.9259
14,14661,7.8663
15,71074,7.8102
16,86484,7.7792
17,99137,7.7327
18,348407,7.7248
19,249818,7.7084
20,204836,7.7011
21,173593,7.6585
22,7481,7.6442
23,25,7.6212
24,403454,7.5732
25,118739,7.5711
26,154814,7.5649
27,218021,7.5473
28,17046,7.5401
29,221369,7.4974
30,16239,7.4923
31,29,7.4920
32,75910,7.4905
33,200525,7.4601
34,32824,7.4058
35,218120,7.3807
36,229035,7.3115
37,333457,7.3024
38,324486,7.2584
39,35972,7.2469
40,14629,7.2405
41,380450,7.2366
42,455420,7.2345
43,132648,7.2316
44,78474,7.2313
45,212106,7.2202
46,209952,7.2094
47,158283,7.2093
48,18374,7.2052
49,7254,7.2002
50,247089,7.1866
51,106430,7.1645
52,157513,7.1322
53,26377,7.1304
54,454808,7.1250
55,31131,7.0994
56,536379,7.0924
57,23571,7.0507
58,325041,6.9871
59,23063,6.9736
60,199171,6.9627
61,296165,6.9512
62,236174,6.9498
63,269591,6.9358
64,258140,6.9290
65,4174,6.8936
66,348952,6.8913
67,1334,6.8803
68,205745,6.8556
69,449840,6.8514
70,593813,6.8314
71,412023,6.8221
72,172582,6.8143
73,264810,6.8054
74,166439,6.7926
75,293673,6.7890
76,62468,6.7729
77,78643,6.7704
78,94098,6.7566
79,84411,6.7338
80,216616,6.7254
81,233694,6.7146
82,193666,6.7057
83,282538,6.7042
84,245078,6.6982
85,78387,6.6805
86,136468,6.6759
87,281027,6.6728
88,13350,6.6723
89,103380,6.6698
90,42361,6.6633
91,144,6.6561
92,14990,6.6527
93,223862,6.6522
94,343567,6.6478
95,147641,6.6477
96,117652,6.6435
97,177369,6.6413
98,17225,6.6401
99,285024,6.6345
100,26679,6.6340
101,345611,6.6259
102,336232,6.5856
103,360994,6.5843
104,324762,6.5817
105,321503,6.5813
106,236197,6.5772
107,33482,6.5763
108,606355,6.5760
109,249058,6.5676
110,225698,6.5375
111,66166,6.5189
112,272637,6.5132
113,207552,6.5081
114,307549,6.5081
115,321085,6.5063
116,257598,6.5057
117,398060,6.5016
118,41932,6.5011
119,82976,6.4872
120,9471,6.4863
121,148997,6.4800
122,317706,6.4733
123,252192,6.4501
124,223030,6.4460
125,328720,6.4447
126,396773,6.4419
127,22003,6.4388
128,239276,6.4318
129,271468,6.4248
130,69765,6.4142
131,39758,6.4082
132,198669,6.4025
133,176136,6.3939
134,32090,6.3938
135,2256,6.3921
136,138138,6.3696
137,205826,6.3608
138,88826,6.3583
139,221404,6.3581
140,32742,6.3579
141,60228,6.3524
142,355847,6.3521
143,257399,6.3481
144,323722,6.3469
145,115097,6.3446
146,423251,6.3423
147,37394,6.3333
148,268676,6.3274
149,161621,6.3187
150,27078,6.3149
151,31972,6.3092
152,98782,6.3063
153,296425,6.3062
154,294665,6.3024
155,529189,6.3011
156,284978,6.3000
157,442576,6.2971
158,22943,6.2956
159,309422,6.2941
160,107131,6.2774
161,248652,6.2734
162,407932,6.2700
163,617383,6.2684
164,332176,6.2660
165,170695,6.2589
166,260812,6.2527
167,210246,6.2478
168,55554,6.2414
169,357876,6.2369
170,182419,6.2286
171,169112,6.2240
172,192649,6.2148
173,78716,6.2129
174,595155,6.2066
175,199823,6.2064
176,204749,6.2035
177,238058,6.2031
178,248253,6.1930
179,135678,6.1908
180,6,6.1859
181,35870,6.1825
182,35714,6.1764
183,130512,6.1700
184,268872,6.1640
185,410391,6.1581
186,54683,6.1544
187,134817,6.1502
188,185938,6.1489
189,29729,6.1419
190,378504,6.1360
191,569069,6.1356
192,77640,6.1302
193,281616,6.1272
194,211197,6.1222
195,245104,6.1188
196,78182,6.1121
197,398414,6.1120
198,408311,6.1097
199,7821,6.1065
200,450645,6.1022
201,308353,6.1009
202,312909,6.0979
203,234924,6.0955
204,206409,6.0925
205,211582,6.0923
206,434569,6.0861
207,43101,6.0814
208,5279,6.0797
209,323675,6.0738
210,486204,6.0727
211,433848,6.0571
212,421103,6.0558
213,247034,6.0431
214,16794,6.0398
215,21790,6.0317
216,89323,6.0305
217,253866,6.0281
218,150171,6.0246
219,218000,6.0187
220,14253,5.9974
221,213370,5.9879
222,577349,5.9877
223,605261,5.9860
224,102315,5.9850
225,311994,5.9847
226,175511,5.9831
227,155582,5.9823
228,272702,5.9677
229,48075,5.9570
230,265240,5.9519
231,35787,5.9507
232,249171,5.9409
233,308267,5.9409
234,548977,5.9402
235,201235,5.9380
236,12767,5.9377
237,351357,5.9366
238,268469,5.9359
239,545893,5.9345
240,367989,5.9310
241,275296,5.9282
242,148948,5.9276
243,168273,5.9239
244,251267,5.9238
245,10396,5.9234
246,237795,5.9222
247,288712,5.9200
248,13683,5.9190
249,34440,5.9153
250,403879,5.9128
251,236301,5.9060
252,224256,5.9056
253,150012,5.9053
254,560141,5.9016
255,45025,5.8902
256,397023,5.8900
257,389881,5.8860
258,421835,5.8831
259,5921,5.8780
260,123203,5.8764
261,483454,5.8734
262,9520,5.8727
263,350460,5.8725
264,426266,5.8692
265,4424,5.8664
266,393948,5.8650
267,187199,5.8627
268,32468,5.8594
269,5265,5.8589
270,3,5.8536
271,92652,5.8501
272,234276,5.8430
273,235,5.8425
274,126114,5.8417
275,158022,5.8395
276,281258,5.8395
277,256325,5.8394
278,376308,5.8363
279,67880,5.8333
280,177601,5.8320
281,183596,5.8308
282,52605,5.8300
283,489617,5.8250
284,615007,5.8218
285,20372,5.8208
286,115569,5.8203
287,405444,5.8160
288,22084,5.8096
289,118928,5.8063
290,578483,5.7996
291,200405,5.7976
292,194744,5.7972
293,234366,5.7958
294,13880,5.7902
295,52888,5.7871
296,295783,5.7847
297,175232,5.7841
298,655129,5.7809
299,383885,5.7788
300,124624,5.7774
301,412156,5.7731
302,27283,5.7685
303,358656,5.7640
304,150539,5.7637
305,195162,5.7630
306,207732,5.7625
307,355031,5.7624
308,148505,5.7591
309,105087,5.7582
310,151479,5.7572
311,616431,5.7561
312,387849,5.7524
313,699437,5.7517
314,223650,5.7504
315,336070,5.7470
316,128476,5.7455
317,315571,5.7371
318,199706,5.7368
319,335395,5.7324
320,708045,5.7302
321,26,5.7193
322,122042,5.7139
323,129029,5.7139
324,208490,5.7122
325,310784,5.7051
326,231173,5.7038
327,205857,5.7015
328,76589,5.6962
329,225901,5.6936
330,446791,5.6934
331,62582,5.6919
332,21272,5.6879
333,431884,5.6834
334,66878,5.6834
335,103303,5.6811
336,279343,5.6809
337,313233,5.6749
338,232639,5.6684
339,41375,5.6679
340,208499,5.6670
341,107934,5.6655
342,88941,5.6574
343,356703,5.6560
344,323598,5.6560
345,73693,5.6560
346,329204,5.6550
347,254815,5.6548
348,36060,5.6532
349,133501,5.6526
350,95253,5.6499
351,463106,5.6495
352,310504,5.6470
353,34791,5.6469
354,119763,5.6448
355,710334,5.6441
356,318820,5.6362
357,425291,5.6345
358,30,5.6332
359,137577,5.6295
360,410282,5.6229
361,124839,5.6223
362,236097,5.6200
363,487821,5.6198
364,446767,5.6197
365,562919,5.6183
366,205532,5.6108
367,257605,5.6097
368,625267,5.5997
369,174844,5.5987
370,513743,5.5986
371,419798,5.5985
372,102392,5.5968
373,821169,5.5938
374,91421,5.5930
375,521825,5.5920
376,45965,5.5902
377,326230,5.5878
378,692952,5.5846
379,15876,5.5831
380,184705,5.5798
381,411327,5.5790
382,234814,5.5769
383,257151,5.5766
384,224214,5.5756
385,130959,5.5752
386,465882,5.5750
387,166083,5.5740
388,185349,5.5690
389,87695,5.5679
390,115260,5.5612
391,154616,5.5594
392,103907,5.5566
393,34567,5.5564
394,219277,5.5541
395,8561,5.5525
396,101023,5.5466
397,309757,5.5446
398,119106,5.5415
399,701486,5.5402
400,125590,5.5394
401,11730,5.5386
402,264820,5.5364
403,66054,5.5334
404,187393,5.5326
405,175266,5.5321
406,319970,5.5319
407,350775,5.5316
408,521939,5.5307
409,45488,5.5245
410,7574,5.5239
411,200542,5.5195
412,320791,5.5141
413,28426,5.5124
414,17947,5.5114
415,20133,5.5095
416,31074,5.5049
417,269632,5.5047
418,94382,5.5013
